Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Region,Device_Type,Operating_System,Resolution_Notes
TKT000662,2025-11-03,2025-11-07 18:48:00,In Progress,Low,Problem,Software,Germany,CL001,Network,0.68,Low,2025-11-03 01:48:00,Agent_096,L1,Met,No,Escalated,Finance,CUST40137,Portal,User reported an issue.,network,Office365,3,L1,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000663,2025-01-01,2025-01-04 20:33:00,In Progress,Low,Incident,Hardware,USA,CL002,Login,0.81,Medium,2025-01-01 01:33:00,Agent_095,Security,Met,No,Fixed,HR,CUST99326,Chat,User reported an issue.,network,Office365,1,L3,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000664,2025-06-14,2025-06-19 01:26:00,Resolved,Medium,Problem,Software,Germany,CL003,Software,0.82,Medium,2025-06-14 02:26:00,Agent_089,L1,Met,Yes,Fixed,HR,CUST48089,Email,User reported an issue.,network,Office365,4,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT000665,2026-05-10,2026-05-14 15:00:00,Closed,High,Request,Hardware,Germany,CL001,Network,0.92,High,2026-05-10 02:00:00,Agent_031,Security,Breached,No,Fixed,IT,CUST60485,Chat,User reported an issue.,network,Office365,3,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000666,2026-06-23,2026-06-25 14:29:00,Resolved,Critical,Problem,Network,India,CL001,Software,0.88,High,2026-06-23 01:29:00,Agent_004,Security,Breached,No,Configured,Finance,CUST73392,Email,User reported an issue.,network,ERP,1,L2,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000667,2025-03-22,2025-03-25 12:25:00,Open,Medium,Problem,Security,UK,CL003,Software,0.59,Low,2025-03-22 00:25:00,Agent_070,L1,Met,Yes,Configured,Finance,CUST83501,Phone,User reported an issue.,network,Office365,2,L2,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000668,2025-12-23,2025-12-27 12:10:00,In Progress,Low,Request,Security,USA,CL001,Login,0.96,High,2025-12-23 00:10:00,Agent_015,Security,Breached,No,Fixed,IT,CUST34854,Portal,User reported an issue.,vpn,Office365,4,L2,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000669,2025-04-15,2025-04-16 06:45:00,Resolved,Critical,Problem,Software,USA,CL001,Network,0.81,Medium,2025-04-15 01:45:00,Agent_002,L1,Met,Yes,Escalated,Finance,CUST58397,Email,User reported an issue.,vpn,ERP,2,L1,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000670,2025-04-18,2025-04-22 20:38:00,Open,Medium,Problem,Security,Germany,CL003,Login,0.67,Low,2025-04-18 00:38:00,Agent_063,L2,Breached,No,Fixed,Finance,CUST73216,Chat,User reported an issue.,vpn,VPN,3,L1,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000671,2025-11-25,2025-11-26 19:42:00,Resolved,Medium,Request,Security,India,CL003,Login,0.52,Low,2025-11-25 00:42:00,Agent_040,L1,Met,No,Escalated,IT,CUST82214,Email,User reported an issue.,email,ERP,1,L1,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000672,2025-11-23,2025-11-27 09:05:00,In Progress,High,Incident,Network,Germany,CL001,Login,0.7,Medium,2025-11-23 00:05:00,Agent_047,L1,Met,Yes,Escalated,IT,CUST29256,Phone,User reported an issue.,network,ERP,3,L1,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000673,2026-03-30,2026-03-31 03:34:00,Closed,Medium,Request,Network,UK,CL002,Software,0.84,Medium,2026-03-30 01:34:00,Agent_091,L2,Breached,Yes,Configured,HR,CUST11247,Email,User reported an issue.,email,VPN,3,L1,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000674,2026-04-24,2026-04-27 08:28:00,Open,Low,Problem,Software,Canada,CL001,Software,0.94,High,2026-04-24 01:28:00,Agent_097,L1,Met,Yes,Configured,IT,CUST44946,Portal,User reported an issue.,network,VPN,3,L3,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT000675,2026-04-16,2026-04-18 19:05:00,In Progress,Medium,Request,Email,USA,CL002,Login,0.64,Low,2026-04-16 01:05:00,Agent_088,L2,Breached,No,Configured,IT,CUST40919,Email,User reported an issue.,vpn,Office365,1,L2,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000676,2025-08-07,2025-08-07 05:36:00,Open,Critical,Incident,Software,Canada,CL002,Network,0.96,High,2025-08-07 00:36:00,Agent_002,L1,Met,No,Fixed,HR,CUST97324,Email,User reported an issue.,network,Office365,3,L2,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000677,2025-03-04,2025-03-05 12:38:00,Open,Critical,Problem,Network,Germany,CL002,Network,0.92,High,2025-03-04 00:38:00,Agent_081,L2,Breached,No,Configured,IT,CUST18103,Portal,User reported an issue.,network,ERP,4,L2,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000678,2026-06-14,2026-06-15 00:55:00,Resolved,Low,Request,Security,UK,CL001,Network,0.92,High,2026-06-14 00:55:00,Agent_091,Security,Breached,Yes,Fixed,Finance,CUST11458,Phone,User reported an issue.,network,Office365,5,L1,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000679,2026-06-20,2026-06-24 23:59:00,Resolved,Medium,Incident,Network,India,CL002,Network,0.53,Low,2026-06-20 01:59:00,Agent_078,L2,Met,Yes,Escalated,HR,CUST13765,Phone,User reported an issue.,vpn,ERP,2,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000680,2026-01-17,2026-01-19 06:49:00,In Progress,Medium,Incident,Security,UK,CL001,Login,0.89,High,2026-01-17 02:49:00,Agent_080,L2,Met,No,Configured,Finance,CUST28827,Email,User reported an issue.,vpn,ERP,5,L3,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000681,2025-09-18,2025-09-21 18:44:00,Open,High,Incident,Hardware,India,CL002,Software,0.62,Low,2025-09-18 00:44:00,Agent_090,Security,Breached,Yes,Fixed,HR,CUST44493,Chat,User reported an issue.,network,Office365,2,L2,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000682,2025-05-11,2025-05-14 21:05:00,Open,High,Request,Security,UK,CL002,Network,0.79,Medium,2025-05-11 01:05:00,Agent_017,L1,Breached,No,Configured,IT,CUST93532,Chat,User reported an issue.,vpn,VPN,2,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000683,2025-06-27,2025-06-28 16:56:00,Resolved,Low,Incident,Software,Germany,CL002,Network,0.92,High,2025-06-27 01:56:00,Agent_088,L1,Met,Yes,Escalated,Finance,CUST30268,Phone,User reported an issue.,network,VPN,5,L3,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000684,2026-03-21,2026-03-22 09:01:00,In Progress,Low,Incident,Email,UK,CL003,Login,0.51,Low,2026-03-21 02:01:00,Agent_069,Security,Breached,Yes,Configured,Finance,CUST14125,Phone,User reported an issue.,vpn,ERP,5,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000685,2026-02-27,2026-03-01 20:26:00,Open,Low,Incident,Email,USA,CL001,Network,0.79,Medium,2026-02-27 02:26:00,Agent_075,L1,Breached,No,Configured,HR,CUST35766,Chat,User reported an issue.,vpn,ERP,5,L3,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000686,2025-03-15,2025-03-16 23:31:00,Closed,High,Problem,Security,UK,CL002,Network,0.94,High,2025-03-15 02:31:00,Agent_007,L2,Breached,Yes,Configured,IT,CUST68199,Chat,User reported an issue.,email,ERP,2,L1,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000687,2025-11-13,2025-11-16 17:58:00,In Progress,High,Incident,Network,India,CL001,Network,0.59,Low,2025-11-13 02:58:00,Agent_061,L2,Met,No,Configured,HR,CUST26944,Chat,User reported an issue.,network,VPN,2,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000688,2025-07-20,2025-07-23 21:59:00,Open,High,Problem,Hardware,USA,CL003,Network,0.51,Low,2025-07-20 00:59:00,Agent_059,L2,Breached,No,Configured,IT,CUST12211,Phone,User reported an issue.,vpn,Office365,3,L2,NA,Laptop,macOS,Resolved after troubleshooting.
TKT000689,2025-07-14,2025-07-15 23:17:00,Open,Critical,Problem,Hardware,USA,CL001,Login,0.52,Low,2025-07-14 01:17:00,Agent_012,L2,Breached,No,Fixed,IT,CUST21618,Chat,User reported an issue.,vpn,ERP,3,L3,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000690,2025-06-20,2025-06-22 09:00:00,In Progress,Low,Request,Software,Germany,CL001,Network,0.78,Medium,2025-06-20 02:00:00,Agent_060,L1,Met,Yes,Escalated,HR,CUST57115,Email,User reported an issue.,email,VPN,4,L2,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000691,2025-11-21,2025-11-21 12:32:00,Closed,Medium,Problem,Security,USA,CL003,Login,0.94,High,2025-11-21 00:32:00,Agent_082,L2,Met,No,Escalated,IT,CUST89601,Email,User reported an issue.,email,VPN,1,L3,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000692,2025-07-24,2025-07-29 02:30:00,Open,Critical,Incident,Hardware,UK,CL001,Login,0.64,Low,2025-07-24 02:30:00,Agent_068,Security,Met,Yes,Fixed,HR,CUST16161,Email,User reported an issue.,email,ERP,1,L3,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000693,2025-12-10,2025-12-11 16:05:00,In Progress,High,Incident,Email,UK,CL001,Network,0.82,Medium,2025-12-10 01:05:00,Agent_086,L1,Breached,No,Fixed,HR,CUST17991,Chat,User reported an issue.,vpn,Office365,2,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000694,2026-04-25,2026-04-25 05:58:00,In Progress,Critical,Request,Hardware,USA,CL002,Login,0.72,Medium,2026-04-25 02:58:00,Agent_011,Security,Met,Yes,Escalated,IT,CUST21608,Portal,User reported an issue.,email,VPN,3,L2,NA,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000695,2026-03-14,2026-03-18 05:10:00,Open,Critical,Incident,Security,Canada,CL002,Login,0.59,Low,2026-03-14 02:10:00,Agent_033,Security,Met,No,Configured,IT,CUST59246,Portal,User reported an issue.,vpn,ERP,5,L2,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000696,2025-07-23,2025-07-27 09:20:00,In Progress,Low,Incident,Software,Germany,CL003,Network,0.61,Low,2025-07-23 00:20:00,Agent_034,L2,Breached,Yes,Configured,HR,CUST37499,Chat,User reported an issue.,network,VPN,3,L2,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000697,2025-07-12,2025-07-15 22:58:00,Resolved,Medium,Problem,Software,UK,CL002,Network,0.72,Medium,2025-07-12 00:58:00,Agent_095,Security,Breached,Yes,Configured,Finance,CUST14257,Portal,User reported an issue.,vpn,ERP,2,L2,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000698,2025-03-12,2025-03-12 19:38:00,Resolved,Medium,Incident,Network,Germany,CL002,Network,0.68,Low,2025-03-12 00:38:00,Agent_089,Security,Met,Yes,Fixed,IT,CUST74623,Email,User reported an issue.,vpn,Office365,5,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000699,2025-05-11,2025-05-11 11:47:00,Resolved,Critical,Incident,Software,Germany,CL002,Network,0.97,High,2025-05-11 02:47:00,Agent_004,L2,Met,Yes,Configured,IT,CUST13135,Portal,User reported an issue.,network,VPN,2,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000700,2026-04-22,2026-04-22 17:29:00,Open,Medium,Request,Email,Germany,CL001,Network,0.53,Low,2026-04-22 02:29:00,Agent_017,L1,Breached,No,Escalated,IT,CUST15592,Chat,User reported an issue.,email,VPN,4,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000701,2025-05-16,2025-05-18 15:01:00,Open,Medium,Incident,Software,UK,CL001,Login,0.82,Medium,2025-05-16 01:01:00,Agent_023,L1,Breached,No,Configured,HR,CUST68953,Phone,User reported an issue.,network,ERP,1,L1,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000702,2025-11-11,2025-11-12 01:53:00,Closed,High,Request,Email,India,CL001,Login,0.95,High,2025-11-11 00:53:00,Agent_044,Security,Met,Yes,Fixed,HR,CUST85545,Portal,User reported an issue.,email,Office365,2,L3,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000703,2025-05-03,2025-05-07 14:46:00,Resolved,Critical,Problem,Email,Canada,CL001,Login,0.7,Medium,2025-05-03 00:46:00,Agent_056,Security,Breached,Yes,Escalated,HR,CUST41068,Chat,User reported an issue.,vpn,ERP,4,L1,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000704,2026-01-02,2026-01-04 06:36:00,Closed,High,Request,Hardware,Germany,CL002,Software,0.65,Low,2026-01-02 00:36:00,Agent_049,L2,Met,No,Configured,Finance,CUST93867,Portal,User reported an issue.,network,Office365,2,L2,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000705,2025-03-17,2025-03-21 13:11:00,Closed,High,Request,Network,USA,CL001,Software,0.9,High,2025-03-17 01:11:00,Agent_004,Security,Met,No,Escalated,IT,CUST83232,Email,User reported an issue.,email,Office365,3,L3,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000706,2025-08-05,2025-08-07 05:31:00,Resolved,Low,Problem,Network,India,CL002,Login,0.55,Low,2025-08-05 02:31:00,Agent_005,Security,Breached,Yes,Fixed,IT,CUST67889,Email,User reported an issue.,network,Office365,3,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000707,2025-04-28,2025-04-29 22:15:00,Closed,Critical,Problem,Hardware,Germany,CL003,Network,0.82,Medium,2025-04-28 02:15:00,Agent_008,L1,Met,No,Escalated,Finance,CUST47006,Chat,User reported an issue.,network,VPN,4,L2,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000708,2025-10-22,2025-10-22 12:59:00,Open,Medium,Problem,Software,UK,CL001,Network,0.9,High,2025-10-22 00:59:00,Agent_061,Security,Met,No,Configured,HR,CUST67390,Phone,User reported an issue.,network,ERP,5,L3,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000709,2025-01-08,2025-01-12 09:49:00,Closed,High,Incident,Hardware,Germany,CL001,Network,0.84,Medium,2025-01-08 00:49:00,Agent_018,L2,Breached,Yes,Fixed,HR,CUST20062,Email,User reported an issue.,network,VPN,1,L1,EMEA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000710,2025-10-19,2025-10-23 14:57:00,Closed,Critical,Incident,Hardware,India,CL002,Network,0.97,High,2025-10-19 02:57:00,Agent_085,L2,Met,No,Configured,Finance,CUST84541,Email,User reported an issue.,email,VPN,1,L1,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000711,2026-02-10,2026-02-10 13:02:00,Closed,Critical,Problem,Security,UK,CL002,Login,0.83,Medium,2026-02-10 02:02:00,Agent_066,Security,Breached,Yes,Escalated,HR,CUST56443,Portal,User reported an issue.,email,VPN,4,L2,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000712,2025-03-29,2025-03-30 19:16:00,Resolved,Low,Request,Security,Canada,CL002,Network,0.79,Medium,2025-03-29 00:16:00,Agent_003,Security,Breached,Yes,Escalated,IT,CUST17835,Email,User reported an issue.,network,Office365,2,L2,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000713,2025-04-03,2025-04-06 09:40:00,Closed,Medium,Problem,Security,India,CL001,Login,0.8,Medium,2025-04-03 02:40:00,Agent_010,L1,Met,Yes,Escalated,Finance,CUST83842,Phone,User reported an issue.,network,VPN,4,L1,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000714,2025-03-14,2025-03-16 17:31:00,Open,Critical,Request,Security,UK,CL003,Network,0.64,Low,2025-03-14 02:31:00,Agent_015,L1,Breached,Yes,Fixed,IT,CUST40970,Chat,User reported an issue.,vpn,Office365,2,L2,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000715,2025-12-05,2025-12-08 06:12:00,Resolved,Critical,Problem,Software,UK,CL001,Software,0.75,Medium,2025-12-05 00:12:00,Agent_036,L2,Met,Yes,Configured,IT,CUST97686,Phone,User reported an issue.,email,Office365,3,L1,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000716,2025-10-13,2025-10-13 17:36:00,Closed,Medium,Request,Software,Germany,CL003,Software,0.53,Low,2025-10-13 00:36:00,Agent_081,L1,Breached,No,Fixed,IT,CUST40604,Chat,User reported an issue.,vpn,VPN,5,L2,EMEA,Laptop,macOS,Resolved after troubleshooting.
TKT000717,2025-06-30,2025-06-30 15:48:00,Open,High,Problem,Network,India,CL001,Software,0.77,Medium,2025-06-30 02:48:00,Agent_044,L2,Breached,No,Fixed,Finance,CUST79104,Phone,User reported an issue.,network,ERP,2,L1,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000718,2025-08-09,2025-08-09 20:32:00,Resolved,High,Request,Software,UK,CL003,Software,0.69,Low,2025-08-09 02:32:00,Agent_068,Security,Breached,Yes,Fixed,IT,CUST41055,Phone,User reported an issue.,vpn,VPN,3,L3,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000719,2025-10-31,2025-11-03 03:25:00,Resolved,High,Problem,Security,Canada,CL002,Login,0.72,Medium,2025-10-31 01:25:00,Agent_052,L1,Met,No,Escalated,HR,CUST45435,Chat,User reported an issue.,email,Office365,3,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000720,2025-12-18,2025-12-19 06:59:00,Open,High,Request,Software,Canada,CL003,Software,0.78,Medium,2025-12-18 01:59:00,Agent_078,L1,Breached,Yes,Escalated,Finance,CUST97467,Phone,User reported an issue.,network,Office365,4,L3,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000721,2025-01-28,2025-02-01 11:42:00,Closed,High,Incident,Network,UK,CL001,Software,0.57,Low,2025-01-28 02:42:00,Agent_028,L1,Met,No,Configured,Finance,CUST14682,Portal,User reported an issue.,email,ERP,4,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000722,2025-10-16,2025-10-19 03:38:00,Resolved,High,Request,Security,USA,CL003,Login,0.78,Medium,2025-10-16 02:38:00,Agent_080,L1,Met,Yes,Configured,IT,CUST13002,Portal,User reported an issue.,vpn,Office365,3,L2,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000723,2026-05-26,2026-05-27 21:23:00,Open,Medium,Problem,Network,USA,CL003,Network,0.98,High,2026-05-26 01:23:00,Agent_059,Security,Met,No,Escalated,HR,CUST19544,Portal,User reported an issue.,network,Office365,5,L1,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000724,2025-02-20,2025-02-24 02:43:00,Open,High,Problem,Network,India,CL001,Network,0.99,High,2025-02-20 00:43:00,Agent_083,L2,Breached,No,Escalated,IT,CUST39978,Email,User reported an issue.,network,Office365,1,L2,EMEA,Mobile,macOS,Resolved after troubleshooting.
TKT000725,2025-02-16,2025-02-17 02:34:00,Resolved,Low,Incident,Software,Canada,CL003,Software,0.7,Medium,2025-02-16 02:34:00,Agent_003,L1,Met,No,Fixed,Finance,CUST25101,Chat,User reported an issue.,network,ERP,5,L1,APAC,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000726,2025-05-14,2025-05-14 15:19:00,Resolved,High,Problem,Security,Canada,CL001,Network,0.71,Medium,2025-05-14 01:19:00,Agent_002,Security,Breached,Yes,Configured,IT,CUST28816,Chat,User reported an issue.,network,ERP,1,L3,NA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000727,2026-06-13,2026-06-14 10:40:00,In Progress,Low,Incident,Network,Germany,CL001,Login,0.54,Low,2026-06-13 00:40:00,Agent_066,L2,Met,Yes,Configured,Finance,CUST30152,Phone,User reported an issue.,vpn,Office365,4,L2,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000728,2025-03-08,2025-03-12 16:52:00,Resolved,Low,Problem,Hardware,India,CL002,Login,0.72,Medium,2025-03-08 01:52:00,Agent_031,L2,Met,Yes,Fixed,Finance,CUST49667,Email,User reported an issue.,vpn,VPN,1,L2,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000729,2025-03-31,2025-04-01 17:09:00,Resolved,High,Incident,Security,Germany,CL003,Login,0.72,Medium,2025-03-31 00:09:00,Agent_031,Security,Met,No,Configured,IT,CUST44969,Phone,User reported an issue.,email,VPN,5,L3,APAC,Mobile,Ubuntu,Resolved after troubleshooting.
TKT000730,2025-02-19,2025-02-23 04:43:00,Closed,High,Request,Hardware,UK,CL001,Software,0.77,Medium,2025-02-19 00:43:00,Agent_010,Security,Met,Yes,Fixed,HR,CUST21382,Chat,User reported an issue.,vpn,ERP,5,L1,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000731,2025-04-01,2025-04-02 06:15:00,Closed,Medium,Problem,Email,Germany,CL002,Login,0.92,High,2025-04-01 02:15:00,Agent_056,Security,Met,No,Escalated,IT,CUST63761,Email,User reported an issue.,email,VPN,2,L1,NA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000732,2026-03-28,2026-04-01 17:38:00,In Progress,Medium,Request,Network,India,CL003,Login,0.79,Medium,2026-03-28 00:38:00,Agent_099,Security,Met,No,Fixed,HR,CUST59220,Phone,User reported an issue.,email,ERP,1,L2,APAC,Mobile,Windows 11,Resolved after troubleshooting.
TKT000733,2025-12-23,2025-12-26 20:00:00,Resolved,High,Problem,Email,India,CL001,Network,0.54,Low,2025-12-23 01:00:00,Agent_089,L1,Breached,No,Escalated,Finance,CUST39450,Portal,User reported an issue.,vpn,Office365,2,L3,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000734,2025-04-26,2025-04-27 10:54:00,Closed,High,Problem,Hardware,Canada,CL001,Login,0.96,High,2025-04-26 00:54:00,Agent_015,L1,Met,Yes,Fixed,Finance,CUST82233,Email,User reported an issue.,network,VPN,4,L3,EMEA,Desktop,Windows 11,Resolved after troubleshooting.
TKT000735,2026-02-20,2026-02-24 17:15:00,Resolved,High,Request,Network,India,CL003,Network,0.57,Low,2026-02-20 01:15:00,Agent_091,Security,Breached,No,Escalated,Finance,CUST33669,Email,User reported an issue.,vpn,VPN,1,L2,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000736,2026-04-19,2026-04-20 05:31:00,Open,Medium,Incident,Security,UK,CL003,Login,0.82,Medium,2026-04-19 00:31:00,Agent_058,Security,Breached,Yes,Fixed,IT,CUST61364,Phone,User reported an issue.,email,VPN,5,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000737,2026-02-17,2026-02-17 04:18:00,Resolved,High,Incident,Hardware,Canada,CL003,Software,0.79,Medium,2026-02-17 01:18:00,Agent_092,L1,Met,Yes,Escalated,IT,CUST78284,Portal,User reported an issue.,network,Office365,5,L3,NA,Laptop,Ubuntu,Resolved after troubleshooting.
TKT000738,2026-05-05,2026-05-09 07:44:00,Resolved,Low,Incident,Security,UK,CL002,Network,0.78,Medium,2026-05-05 00:44:00,Agent_097,L1,Met,Yes,Fixed,HR,CUST24519,Portal,User reported an issue.,email,VPN,3,L1,APAC,Mobile,macOS,Resolved after troubleshooting.
TKT000739,2026-04-26,2026-04-28 14:43:00,Open,High,Request,Network,Germany,CL001,Software,0.9,High,2026-04-26 01:43:00,Agent_014,L1,Breached,No,Escalated,Finance,CUST53527,Email,User reported an issue.,email,ERP,4,L2,APAC,Desktop,Windows 11,Resolved after troubleshooting.
TKT000740,2026-03-26,2026-03-26 21:27:00,In Progress,Medium,Problem,Hardware,USA,CL002,Login,0.5,Low,2026-03-26 01:27:00,Agent_008,Security,Breached,No,Fixed,Finance,CUST45298,Email,User reported an issue.,email,Office365,4,L3,APAC,Laptop,Windows 11,Resolved after troubleshooting.
TKT000741,2025-10-04,2025-10-06 14:27:00,Closed,Critical,Problem,Software,India,CL003,Software,0.86,High,2025-10-04 00:27:00,Agent_058,Security,Breached,Yes,Escalated,IT,CUST91452,Email,User reported an issue.,vpn,VPN,4,L2,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000742,2025-11-07,2025-11-07 18:17:00,In Progress,Low,Incident,Security,USA,CL001,Software,0.71,Medium,2025-11-07 00:17:00,Agent_075,L1,Met,No,Configured,HR,CUST94857,Portal,User reported an issue.,email,Office365,2,L1,NA,Mobile,macOS,Resolved after troubleshooting.
TKT000743,2026-01-27,2026-01-31 21:56:00,Closed,Critical,Incident,Security,Canada,CL003,Software,0.79,Medium,2026-01-27 02:56:00,Agent_030,Security,Breached,Yes,Escalated,HR,CUST94201,Email,User reported an issue.,vpn,VPN,5,L1,NA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000744,2025-11-10,2025-11-11 06:58:00,Open,Critical,Problem,Security,UK,CL002,Login,0.78,Medium,2025-11-10 01:58:00,Agent_093,L1,Breached,Yes,Escalated,HR,CUST59610,Chat,User reported an issue.,email,ERP,3,L2,APAC,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000745,2026-03-10,2026-03-14 01:14:00,Resolved,Critical,Incident,Security,India,CL001,Login,0.54,Low,2026-03-10 02:14:00,Agent_011,L1,Breached,Yes,Configured,HR,CUST15079,Portal,User reported an issue.,network,Office365,3,L3,EMEA,Laptop,Windows 11,Resolved after troubleshooting.
TKT000746,2025-07-26,2025-07-30 06:55:00,Resolved,Medium,Problem,Network,India,CL001,Software,0.81,Medium,2025-07-26 00:55:00,Agent_022,Security,Breached,Yes,Configured,HR,CUST49648,Phone,User reported an issue.,vpn,VPN,3,L1,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000747,2025-10-19,2025-10-23 21:50:00,Resolved,High,Request,Network,India,CL001,Network,0.98,High,2025-10-19 01:50:00,Agent_042,L2,Breached,Yes,Escalated,IT,CUST98931,Chat,User reported an issue.,network,ERP,2,L3,EMEA,Desktop,Ubuntu,Resolved after troubleshooting.
TKT000748,2025-10-30,2025-11-01 14:25:00,Closed,Critical,Problem,Hardware,Canada,CL002,Login,0.66,Low,2025-10-30 01:25:00,Agent_041,L1,Breached,Yes,Escalated,IT,CUST28083,Portal,User reported an issue.,network,ERP,1,L2,APAC,Desktop,macOS,Resolved after troubleshooting.
TKT000749,2026-05-01,2026-05-05 14:41:00,Resolved,High,Problem,Network,India,CL002,Network,0.52,Low,2026-05-01 00:41:00,Agent_032,L1,Met,Yes,Escalated,Finance,CUST47067,Email,User reported an issue.,network,VPN,3,L3,EMEA,Mobile,Windows 11,Resolved after troubleshooting.
TKT000750,2025-09-17,2025-09-18 22:13:00,Open,Critical,Incident,Hardware,Canada,CL001,Software,0.58,Low,2025-09-17 01:13:00,Agent_096,Security,Met,No,Escalated,HR,CUST96422,Phone,User reported an issue.,email,VPN,5,L2,APAC,Laptop,macOS,Resolved after troubleshooting.
TKT000751,2026-01-23,2026-01-26 14:11:00,In Progress,High,Incident,Email,Germany,CL001,Software,0.93,High,2026-01-23 00:11:00,Agent_006,L2,Breached,Yes,Escalated,Finance,CUST19914,Portal,User reported an issue.,email,ERP,1,L3,NA,Desktop,macOS,Resolved after troubleshooting.
TKT000752,2025-07-31,2025-08-02 20:36:00,Closed,Critical,Problem,Security,Canada,CL003,Network,0.71,Medium,2025-07-31 00:36:00,Agent_065,L1,Met,Yes,Escalated,Finance,CUST30491,Chat,User reported an issue.,network,ERP,3,L2,NA,Desktop,Ubuntu,Resolved after troubleshooting.
