Ticket_ID,Created_Date,Resolution_Date,Status,Priority,Ticket_Type,Category,Country,Region,Latitude,Longitude,Cluster_ID,Cluster_Name,Similarity_Score,Similarity_Level,First_Response_Date,Assigned_Agent,Team,SLA_Status,Reopened,Resolution_Code,Department,Customer_ID,Channel,Description,Tags,Product,Customer_Satisfaction,Escalation_Level,Device_Type,Operating_System,Resolution_Notes,Resolution_Duration,Priority_Score,First_Response_Time,Queue
TCK-02603,2025-06-10 02:32:00,2025-06-13 06:55:37,Closed,Medium,Request,Performance,India,APAC,18.2398,76.7026,7,Performance Degradation,0.819,High,2025-06-10 06:48:21,Agent_020,Cloud Ops,Within SLA,No,No Fix Needed,Finance,CUST-5514,Portal,User reported significant slowdown while using Internal Wiki.,urgent,Internal Wiki,,0,Mobile,Android,Issue resolved via no fix needed.,3.0,2,4.2725,Infrastructure Support
TCK-02604,2025-12-22 07:59:00,2025-12-22 19:38:16,Resolved,Critical,Problem,Integration,Australia,APAC,-23.3854,135.0081,10,Data Sync / Integration Delays,0.893,High,2025-12-22 08:45:31,Agent_003,App Support,Within SLA,No,User Error,Finance,CUST-3456,Portal,User reported failure syncing data between ERP Suite and third-party API.,"recurring, migration, cloud",ERP Suite,,1,Tablet,iOS,Issue resolved via user error.,0.0,4,0.7752777777777777,Service Desk
TCK-02605,2025-05-13 19:47:00,2025-05-14 17:36:37,Resolved,Critical,Change,Security,Japan,APAC,36.0651,138.4861,4,Security Vulnerabilities,0.746,Medium,2025-05-13 20:05:01,Agent_024,Security Team,Breached,No,Workaround Applied,Operations,CUST-4729,Email,Potential security concern flagged involving API Gateway access logs.,"firewall, recurring",API Gateway,,1,Laptop,macOS,Issue resolved via workaround applied.,0.0,4,0.30027777777777775,Infrastructure Support
TCK-02606,2025-10-30 23:40:00,2025-11-04 02:22:30,Resolved,Medium,Incident,Access Management,France,EMEA,45.0556,1.0446,14,Permission / Role Errors,0.99,High,2025-10-31 05:23:28,Agent_012,Security Team,Within SLA,No,Duplicate,Sales,CUST-5524,Email,User unable to access VPN Client due to permission/role issue.,"migration, urgent, on-prem",VPN Client,,1,Desktop,Windows,Issue resolved via duplicate.,4.0,2,5.724444444444444,Database Support
TCK-02607,2025-07-11 19:09:00,2025-07-16 13:19:26,Resolved,Medium,Incident,Integration,Germany,EMEA,51.449,12.2114,3,API Integration Errors,0.548,Medium,2025-07-11 21:38:02,Agent_023,App Support,Breached,No,Fixed,HR,CUST-4646,Email,User reported failure syncing data between Cloud Storage and third-party API.,"license, recurring",Cloud Storage,,0,Mobile,Android,Issue resolved via fixed.,4.0,2,2.483888888888889,Infrastructure Support
TCK-02608,2025-02-21 16:13:00,2025-02-24 03:22:09,Resolved,High,Request,Security,USA,AMER,36.6989,-94.9363,4,Security Vulnerabilities,0.635,Medium,2025-02-21 18:54:53,Agent_040,Security Team,Breached,No,Duplicate,IT,CUST-5146,Email,Potential security concern flagged involving Email Gateway access logs.,"password-reset, config-error",Email Gateway,,2,Mobile,iOS,Issue resolved via duplicate.,2.0,3,2.6980555555555554,Infrastructure Support
TCK-02609,2025-08-08 07:03:00,2025-08-11 15:54:39,Closed,Medium,Incident,Database,Canada,AMER,56.6004,-106.7697,8,Database Query Failures,0.813,High,2025-08-08 15:21:11,Agent_014,Database Team,Within SLA,No,Workaround Applied,IT,CUST-1896,Email,Query timeout / failure reported when VPN Client accessed backend database.,password-reset,VPN Client,,2,Desktop,Linux,Issue resolved via workaround applied.,3.0,2,8.303055555555556,Network Support
TCK-02610,2025-04-13 05:01:00,2025-04-14 04:09:35,Resolved,Critical,Incident,Access Management,India,APAC,22.7272,78.774,14,Permission / Role Errors,0.99,High,2025-04-13 05:31:28,Agent_011,Helpdesk,Breached,No,Workaround Applied,Legal,CUST-5600,Chat,User unable to access CRM Portal due to permission/role issue.,"license, password-reset, new-user",CRM Portal,,0,Tablet,iOS,Issue resolved via workaround applied.,0.0,4,0.5077777777777778,Hardware Support
TCK-02611,2025-03-23 05:35:00,2025-03-24 06:11:59,Closed,High,Incident,Access Management,Germany,EMEA,49.4719,9.2205,1,Login & Access Failures,0.514,Medium,2025-03-23 07:49:29,Agent_018,Security Team,Within SLA,No,Fixed,Operations,CUST-5624,Email,User unable to access Cloud Storage due to permission/role issue.,"third-party, timeout, config-error",Cloud Storage,,1,Tablet,iOS,Issue resolved via fixed.,1.0,3,2.241388888888889,Security Operations
TCK-02612,2025-04-16 12:49:00,2025-04-19 13:29:42,Resolved,Medium,Request,Performance,UAE,EMEA,25.8221,55.8905,12,Slow Response Times,0.902,High,2025-04-16 14:32:19,Agent_040,Cloud Ops,Within SLA,No,Fixed,Sales,CUST-1828,Walk-in,User reported significant slowdown while using ERP Suite.,mobile,ERP Suite,,1,Desktop,Windows,Issue resolved via fixed.,3.0,2,1.7219444444444445,Hardware Support
TCK-02613,2025-04-12 03:50:00,2025-04-15 09:23:07,Resolved,Medium,Incident,Performance,Canada,AMER,58.3383,-104.3208,12,Slow Response Times,0.763,High,2025-04-12 05:23:02,Agent_013,Cloud Ops,Within SLA,No,No Fix Needed,HR,CUST-2926,Portal,User reported significant slowdown while using Internal Wiki.,"firewall, migration, vip-customer",Internal Wiki,,0,Mobile,Android,Issue resolved via no fix needed.,3.0,2,1.5505555555555555,Database Support
TCK-02614,2025-01-21 01:35:00,2025-01-27 14:13:30,Resolved,Medium,Incident,Performance,Brazil,AMER,-11.8457,-53.1634,7,Performance Degradation,0.902,High,2025-01-21 11:30:07,Agent_025,Infrastructure Team,Breached,Yes,Cannot Reproduce,Sales,CUST-4875,Chat,User reported significant slowdown while using Email Gateway.,"outage, third-party, timeout",Email Gateway,,1,Laptop,Linux,Issue resolved via cannot reproduce.,6.0,2,9.918611111111112,Access Management
TCK-02615,2025-12-25 01:54:00,2026-01-04 07:00:00,Closed,Medium,Incident,Performance,India,APAC,18.421,77.4107,7,Performance Degradation,0.737,Medium,2025-12-25 09:07:00,Agent_038,Infrastructure Team,Breached,No,Workaround Applied,Sales,CUST-2726,Chat,User reported significant slowdown while using Billing System.,"password-reset, new-user",Billing System,,0,Server,Linux,Issue resolved via workaround applied.,10.0,2,7.216666666666667,Hardware Support
TCK-02616,2025-07-11 01:35:00,2025-07-14 20:03:06,Closed,Medium,Request,Security,India,APAC,21.9596,78.7928,4,Security Vulnerabilities,0.705,Medium,2025-07-11 08:08:56,Agent_024,Security Team,Within SLA,No,User Error,IT,CUST-1676,Phone,Potential security concern flagged involving Billing System access logs.,"firewall, mobile, timeout",Billing System,,0,Desktop,Linux,Issue resolved via user error.,3.0,2,6.565555555555555,Infrastructure Support
TCK-02617,2025-04-04 03:01:00,2025-04-07 12:20:16,Resolved,Medium,Incident,Bug,Germany,EMEA,52.2244,12.2167,5,Application Crashes / Bugs,0.605,Medium,2025-04-04 15:58:44,Agent_033,App Support,Within SLA,Yes,Duplicate,Legal,CUST-4904,Portal,Application error / unexpected behavior encountered while using Billing System.,urgent,Billing System,,0,Laptop,Windows,Issue resolved via duplicate.,3.0,2,12.962222222222222,Network Support
TCK-02618,2025-10-22 22:37:00,2025-10-25 12:37:54,Resolved,Medium,Incident,Integration,India,APAC,23.0815,78.9509,10,Data Sync / Integration Delays,0.895,High,2025-10-22 23:14:59,Agent_008,Cloud Ops,Within SLA,Yes,Workaround Applied,Procurement,CUST-1823,Portal,User reported failure syncing data between CRM Portal and third-party API.,"migration, firewall",CRM Portal,,0,Laptop,Linux,Issue resolved via workaround applied.,2.0,2,0.6330555555555556,Application Support
TCK-02619,2025-12-21 12:19:00,2025-12-22 21:03:17,Closed,Critical,Request,Access Management,Brazil,AMER,-16.3816,-51.3467,1,Login & Access Failures,0.527,Medium,2025-12-21 12:43:39,Agent_009,Helpdesk,Breached,No,Fixed,Operations,CUST-4896,Walk-in,User unable to access VPN Client due to permission/role issue.,"vip-customer, license",VPN Client,,3,Desktop,Windows,Issue resolved via fixed.,1.0,4,0.41083333333333333,Application Support
TCK-02620,2025-12-10 03:44:00,2025-12-11 18:14:45,Resolved,High,Incident,Performance,Australia,APAC,-23.027,135.9828,7,Performance Degradation,0.655,Medium,2025-12-10 07:17:57,Agent_022,Infrastructure Team,Within SLA,No,Fixed,Marketing,CUST-1070,Email,User reported significant slowdown while using HR Self-Service.,outage,HR Self-Service,,0,Laptop,macOS,Issue resolved via fixed.,1.0,3,3.5658333333333334,Application Support
TCK-02621,2025-12-04 06:18:00,,Open,Medium,Request,Integration,USA,AMER,35.9261,-94.5082,10,Data Sync / Integration Delays,0.777,High,2025-12-04 09:00:11,Agent_007,App Support,Breached,No,Pending,HR,CUST-5135,Email,User reported failure syncing data between Email Gateway and third-party API.,"cloud, third-party, mobile",Email Gateway,0,0,Desktop,Windows,No Resolution Yet,,2,2.7030555555555558,Infrastructure Support
TCK-02622,2025-02-11 06:14:00,2025-02-14 02:50:28,Closed,High,Problem,Software,India,APAC,19.552,80.0072,9,Software Installation Issues,0.696,Medium,2025-02-11 11:18:57,Agent_009,Helpdesk,Breached,Yes,No Fix Needed,Operations,CUST-2889,Portal,Installation or update issue reported for API Gateway.,"firewall, upgrade",API Gateway,,0,Desktop,Linux,Issue resolved via no fix needed.,2.0,3,5.0825,Access Management
TCK-02623,2025-05-04 18:36:00,2025-05-05 17:40:18,Closed,Critical,Incident,Software,France,EMEA,44.7213,1.4892,9,Software Installation Issues,0.755,High,2025-05-04 19:38:51,Agent_006,App Support,Breached,No,User Error,IT,CUST-4524,Email,Installation or update issue reported for Email Gateway.,"migration, urgent",Email Gateway,,0,Mobile,iOS,Issue resolved via user error.,0.0,4,1.0475,Access Management
TCK-02624,2025-02-09 08:56:00,2025-02-10 03:25:32,Closed,High,Incident,Bug,UK,EMEA,55.193,-2.7519,5,Application Crashes / Bugs,0.568,Medium,2025-02-09 10:25:36,Agent_035,App Support,Within SLA,No,No Fix Needed,Procurement,CUST-5920,Portal,Application error / unexpected behavior encountered while using CRM Portal.,"config-error, outage, cloud",CRM Portal,,0,Server,Windows Server,Issue resolved via no fix needed.,0.0,3,1.4933333333333334,Database Support
TCK-02625,2025-05-31 14:47:00,2025-06-08 02:47:30,Closed,Medium,Incident,Bug,USA,AMER,39.2846,-96.5232,5,Application Crashes / Bugs,0.706,Medium,2025-05-31 18:21:34,Agent_011,App Support,Breached,Yes,Duplicate,Legal,CUST-2454,Email,Application error / unexpected behavior encountered while using ERP Suite.,"migration, timeout",ERP Suite,,0,Mobile,iOS,Issue resolved via duplicate.,7.0,2,3.576111111111111,Infrastructure Support
TCK-02626,2025-12-02 01:00:00,2025-12-05 01:37:29,Closed,Medium,Problem,Network,France,EMEA,47.3435,1.9944,2,Network Connectivity Issues,0.613,Medium,2025-12-02 02:55:27,Agent_035,Infrastructure Team,Within SLA,No,No Fix Needed,Operations,CUST-1329,Chat,Connectivity issue reported affecting access to Email Gateway.,timeout,Email Gateway,,0,Laptop,Linux,Issue resolved via no fix needed.,3.0,2,1.9241666666666666,Application Support
TCK-02627,2025-11-06 17:42:00,2025-11-09 20:16:46,Closed,High,Problem,Bug,Australia,APAC,-26.2483,135.0756,5,Application Crashes / Bugs,0.598,Medium,2025-11-06 21:07:43,Agent_034,App Support,Breached,No,User Error,IT,CUST-4890,Portal,Application error / unexpected behavior encountered while using Mobile App.,"data-loss, mobile, upgrade",Mobile App,,1,Desktop,Linux,Issue resolved via user error.,3.0,3,3.428611111111111,Access Management
TCK-02628,2025-03-26 01:53:00,2025-03-29 16:30:31,Closed,High,Request,Access Management,India,APAC,21.7092,79.8378,1,Login & Access Failures,0.621,Medium,2025-03-26 02:50:08,Agent_012,Helpdesk,Breached,No,User Error,Finance,CUST-1368,Chat,User unable to access Mobile App due to permission/role issue.,"mobile, upgrade, migration",Mobile App,,0,Mobile,Android,Issue resolved via user error.,3.0,3,0.9522222222222222,Hardware Support
TCK-02629,2025-12-12 22:04:00,2025-12-13 06:40:54,Closed,Critical,Incident,Bug,Australia,APAC,-26.3338,135.5613,5,Application Crashes / Bugs,0.666,Medium,2025-12-12 23:26:02,Agent_020,App Support,Within SLA,No,User Error,IT,CUST-2608,Email,Application error / unexpected behavior encountered while using HR Self-Service.,config-error,HR Self-Service,,0,Mobile,iOS,Issue resolved via user error.,0.0,4,1.3672222222222221,Network Support
TCK-02630,2025-09-05 17:13:00,2025-09-12 10:17:35,Resolved,Medium,Request,Integration,USA,AMER,38.4962,-97.1968,10,Data Sync / Integration Delays,0.731,Medium,2025-09-05 18:12:21,Agent_036,App Support,Breached,Yes,Workaround Applied,Sales,CUST-3780,Email,User reported failure syncing data between Cloud Storage and third-party API.,"new-user, migration",Cloud Storage,,1,Mobile,iOS,Issue resolved via workaround applied.,6.0,2,0.9891666666666666,Network Support
TCK-02631,2025-12-07 22:13:00,2025-12-09 00:54:13,Resolved,Critical,Request,Integration,Japan,APAC,38.2842,138.8244,3,API Integration Errors,0.698,Medium,2025-12-07 22:22:54,Agent_026,Cloud Ops,Breached,No,Duplicate,Sales,CUST-5758,Chat,User reported failure syncing data between Internal Wiki and third-party API.,"outage, firewall, migration",Internal Wiki,,0,Desktop,Linux,Issue resolved via duplicate.,1.0,4,0.165,Access Management
TCK-02632,2025-11-03 00:21:00,2025-11-04 22:34:17,Resolved,High,Request,Access Management,India,APAC,22.2804,81.3801,1,Login & Access Failures,0.595,Medium,2025-11-03 01:13:32,Agent_006,Security Team,Breached,No,Workaround Applied,Sales,CUST-5218,Portal,User unable to access VPN Client due to permission/role issue.,"latency, migration, urgent",VPN Client,,0,Mobile,iOS,Issue resolved via workaround applied.,1.0,3,0.8755555555555555,Application Support
TCK-02633,2025-04-12 16:43:00,2025-04-15 01:33:43,Resolved,Medium,Change,Access Management,Singapore,APAC,-0.9323,105.4988,1,Login & Access Failures,0.689,Medium,2025-04-12 17:23:19,Agent_039,Security Team,Within SLA,No,No Fix Needed,Legal,CUST-2143,Portal,User unable to access Cloud Storage due to permission/role issue.,"upgrade, data-loss, config-error",Cloud Storage,,0,Server,Linux,Issue resolved via no fix needed.,2.0,2,0.6719444444444445,Access Management
TCK-02634,2025-10-08 19:14:00,2025-10-15 15:31:18,Closed,Medium,Request,Integration,Japan,APAC,36.0914,139.1327,10,Data Sync / Integration Delays,0.724,Medium,2025-10-09 00:07:18,Agent_017,App Support,Breached,No,Fixed,Marketing,CUST-5497,Email,User reported failure syncing data between API Gateway and third-party API.,"outage, migration, vip-customer",API Gateway,,0,Mobile,Android,Issue resolved via fixed.,6.0,2,4.888333333333334,Access Management
TCK-02635,2025-06-14 14:32:00,2025-06-16 23:45:10,Closed,Low,Request,Access Management,UK,EMEA,57.7277,-4.0462,14,Permission / Role Errors,0.861,High,2025-06-14 22:00:30,Agent_019,Helpdesk,Within SLA,No,Fixed,Finance,CUST-4735,Portal,User unable to access VPN Client due to permission/role issue.,"recurring, vip-customer, password-reset",VPN Client,,0,Tablet,iOS,Issue resolved via fixed.,2.0,1,7.475,Access Management
TCK-02636,2025-10-04 13:30:00,2025-10-11 01:14:53,Closed,Low,Incident,Security,UAE,EMEA,25.7918,54.8987,4,Security Vulnerabilities,0.649,Medium,2025-10-04 22:17:40,Agent_024,Security Team,Within SLA,No,Cannot Reproduce,IT,CUST-5113,Email,Potential security concern flagged involving API Gateway access logs.,"migration, latency, third-party",API Gateway,,0,Desktop,Windows,Issue resolved via cannot reproduce.,6.0,1,8.794444444444444,Application Support
TCK-02637,2025-12-24 21:19:00,2025-12-27 11:38:50,Resolved,Medium,Request,Performance,Singapore,APAC,2.3385,105.8498,7,Performance Degradation,0.709,Medium,2025-12-24 21:52:26,Agent_006,Infrastructure Team,Within SLA,No,No Fix Needed,IT,CUST-2039,Email,User reported significant slowdown while using CRM Portal.,urgent,CRM Portal,,0,Laptop,macOS,Issue resolved via no fix needed.,2.0,2,0.5572222222222222,Access Management
TCK-02638,2025-10-03 12:33:00,2025-10-05 21:59:34,Closed,Medium,Incident,Security,China,APAC,37.0718,104.6121,4,Security Vulnerabilities,0.601,Medium,2025-10-03 12:43:52,Agent_030,Security Team,Within SLA,No,User Error,Procurement,CUST-4027,Email,Potential security concern flagged involving CRM Portal access logs.,"firewall, config-error",CRM Portal,,0,Mobile,Android,Issue resolved via user error.,2.0,2,0.1811111111111111,Infrastructure Support
TCK-02639,2025-12-24 09:32:00,2025-12-29 15:12:19,Resolved,Low,Request,Hardware,Australia,APAC,-27.3193,132.1966,6,Hardware Malfunctions,0.933,High,2025-12-24 10:58:24,Agent_027,Infrastructure Team,Within SLA,No,No Fix Needed,Finance,CUST-1523,Walk-in,Hardware fault reported on desktop impacting Billing System usage.,"latency, outage, license",Billing System,,1,Desktop,Linux,Issue resolved via no fix needed.,5.0,1,1.44,Application Support
TCK-02640,2025-12-09 11:45:00,2025-12-12 02:28:07,Resolved,Medium,Incident,Bug,India,APAC,18.6082,79.6372,5,Application Crashes / Bugs,0.751,High,2025-12-09 12:51:17,Agent_001,App Support,Within SLA,No,Workaround Applied,Marketing,CUST-5570,Portal,Application error / unexpected behavior encountered while using Internal Wiki.,firewall,Internal Wiki,,0,Desktop,Windows,Issue resolved via workaround applied.,2.0,2,1.1047222222222222,Infrastructure Support
TCK-02641,2025-02-10 11:47:00,2025-02-17 00:44:05,Closed,Low,Incident,Database,India,APAC,19.8013,76.6685,8,Database Query Failures,0.806,High,2025-02-10 19:20:28,Agent_006,Database Team,Within SLA,No,No Fix Needed,Procurement,CUST-2556,Chat,Query timeout / failure reported when Cloud Storage accessed backend database.,outage,Cloud Storage,,0,Desktop,Windows,Issue resolved via no fix needed.,6.0,1,7.557777777777778,Security Operations
TCK-02642,2025-05-13 23:36:00,2025-05-15 19:20:22,Resolved,High,Request,Performance,UK,EMEA,54.9649,-4.3069,7,Performance Degradation,0.712,Medium,2025-05-14 00:58:01,Agent_027,Infrastructure Team,Within SLA,No,Fixed,HR,CUST-2197,Chat,User reported significant slowdown while using API Gateway.,vip-customer,API Gateway,,0,Mobile,Android,Issue resolved via fixed.,1.0,3,1.3669444444444445,Security Operations
TCK-02643,2025-10-27 15:06:00,2025-10-28 06:19:27,Closed,Critical,Incident,Integration,India,APAC,21.7922,79.8579,10,Data Sync / Integration Delays,0.814,High,2025-10-27 16:04:45,Agent_020,Cloud Ops,Within SLA,No,Workaround Applied,Sales,CUST-5728,Chat,User reported failure syncing data between ERP Suite and third-party API.,"firewall, latency, new-user",ERP Suite,,0,Server,Windows Server,Issue resolved via workaround applied.,0.0,4,0.9791666666666666,Infrastructure Support
TCK-02644,2025-07-05 12:30:00,2025-07-12 18:39:49,Closed,Medium,Request,Integration,UK,EMEA,53.3585,-4.8981,10,Data Sync / Integration Delays,0.922,High,2025-07-05 17:39:55,Agent_030,App Support,Breached,No,No Fix Needed,Sales,CUST-2902,Email,User reported failure syncing data between Internal Wiki and third-party API.,"mobile, data-loss",Internal Wiki,,0,Server,Windows Server,Issue resolved via no fix needed.,7.0,2,5.165277777777778,Infrastructure Support
TCK-02645,2025-02-07 20:19:00,2025-02-10 04:59:43,Resolved,Low,Request,Security,UK,EMEA,54.1081,-5.8273,4,Security Vulnerabilities,0.583,Medium,2025-02-09 01:02:32,Agent_028,Security Team,Within SLA,No,Duplicate,IT,CUST-3125,Email,Potential security concern flagged involving API Gateway access logs.,"recurring, firewall, data-loss",API Gateway,,0,Mobile,iOS,Issue resolved via duplicate.,2.0,1,28.725555555555555,Network Support
TCK-02646,2025-03-15 19:01:00,2025-03-17 03:20:28,Resolved,High,Request,Security,Mexico,AMER,22.6969,-103.2473,4,Security Vulnerabilities,0.669,Medium,2025-03-15 19:50:05,Agent_031,Security Team,Within SLA,No,Duplicate,Marketing,CUST-4774,Portal,Potential security concern flagged involving ERP Suite access logs.,"third-party, urgent, vip-customer",ERP Suite,,0,Tablet,Windows,Issue resolved via duplicate.,1.0,3,0.8180555555555555,Infrastructure Support
TCK-02647,2025-01-04 10:45:00,2025-01-05 12:02:18,Closed,High,Incident,Access Management,France,EMEA,44.653,1.2481,1,Login & Access Failures,0.535,Medium,2025-01-04 12:29:52,Agent_040,Helpdesk,Within SLA,No,Workaround Applied,IT,CUST-2410,Walk-in,User unable to access Email Gateway due to permission/role issue.,"migration, latency",Email Gateway,,0,Desktop,Windows,Issue resolved via workaround applied.,1.0,3,1.7477777777777779,Infrastructure Support
TCK-02648,2025-03-23 20:59:00,2025-03-28 15:05:53,Resolved,Medium,Request,Security,Canada,AMER,53.6987,-105.9999,11,Suspicious Login Attempts,0.904,High,2025-03-24 03:31:05,Agent_029,Security Team,Breached,No,Duplicate,Operations,CUST-4784,Portal,Potential security concern flagged involving Email Gateway access logs.,migration,Email Gateway,,0,Laptop,macOS,Issue resolved via duplicate.,4.0,2,6.534722222222222,Security Operations
TCK-02649,2025-11-18 07:03:00,2025-11-23 19:42:41,Closed,Medium,Request,Integration,UK,EMEA,57.1103,-2.4522,10,Data Sync / Integration Delays,0.801,High,2025-11-18 11:37:05,Agent_018,App Support,Breached,No,No Fix Needed,Marketing,CUST-4723,Portal,User reported failure syncing data between HR Self-Service and third-party API.,"firewall, third-party",HR Self-Service,,0,Desktop,Linux,Issue resolved via no fix needed.,5.0,2,4.5680555555555555,Security Operations
TCK-02650,2025-12-04 23:20:00,2025-12-07 21:45:46,Closed,High,Request,Performance,Philippines,APAC,12.1342,119.8932,7,Performance Degradation,0.674,Medium,2025-12-05 00:25:48,Agent_011,Infrastructure Team,Breached,No,Duplicate,Marketing,CUST-5106,Email,User reported significant slowdown while using Mobile App.,config-error,Mobile App,,2,Mobile,iOS,Issue resolved via duplicate.,2.0,3,1.0966666666666667,Infrastructure Support
TCK-02651,2025-10-28 00:42:00,,Open,Medium,Incident,Security,India,APAC,20.685,79.1462,4,Security Vulnerabilities,0.556,Medium,2025-10-28 03:33:52,Agent_027,Security Team,Breached,No,Pending,Finance,CUST-1098,Email,Potential security concern flagged involving Email Gateway access logs.,"outage, cloud, data-loss",Email Gateway,0,2,Server,Linux,No Resolution Yet,,2,2.8644444444444446,Access Management
TCK-02652,2025-06-30 00:44:00,2025-07-01 23:32:53,Resolved,Medium,Request,Network,Singapore,APAC,1.3765,106.0252,2,Network Connectivity Issues,0.683,Medium,2025-06-30 06:49:49,Agent_005,Infrastructure Team,Within SLA,No,Fixed,Finance,CUST-5425,Email,Connectivity issue reported affecting access to API Gateway.,cloud,API Gateway,,3,Mobile,iOS,Issue resolved via fixed.,1.0,2,6.0969444444444445,Network Support
TCK-02653,2025-03-11 21:03:00,2025-03-16 01:42:52,Closed,Low,Request,Bug,Brazil,AMER,-14.8221,-51.9617,5,Application Crashes / Bugs,0.735,Medium,2025-03-11 21:33:51,Agent_021,App Support,Within SLA,No,User Error,Procurement,CUST-2971,Portal,Application error / unexpected behavior encountered while using Email Gateway.,"config-error, firewall, password-reset",Email Gateway,,0,Desktop,Windows,Issue resolved via user error.,4.0,1,0.5141666666666667,Hardware Support
TCK-02654,2025-05-21 07:42:00,2025-05-27 13:03:36,Resolved,Low,Incident,Software,India,APAC,19.8156,78.8321,15,Patch & Update Failures,0.99,High,2025-05-21 07:48:30,Agent_038,Helpdesk,Within SLA,No,Fixed,Finance,CUST-3261,Phone,Installation or update issue reported for API Gateway.,"on-prem, vip-customer",API Gateway,,1,Desktop,Linux,Issue resolved via fixed.,6.0,1,0.10833333333333334,Application Support
TCK-02655,2025-10-21 02:07:00,2025-10-25 07:52:26,Resolved,Medium,Request,Security,USA,AMER,36.8777,-97.2919,4,Security Vulnerabilities,0.784,High,2025-10-21 07:22:41,Agent_028,Security Team,Breached,Yes,Duplicate,Finance,CUST-4495,Portal,Potential security concern flagged involving Internal Wiki access logs.,latency,Internal Wiki,,0,Server,Linux,Issue resolved via duplicate.,4.0,2,5.261388888888889,Network Support
TCK-02656,2025-09-08 10:02:00,2025-09-09 19:11:14,Closed,Medium,Incident,Hardware,Philippines,APAC,10.6613,119.7923,6,Hardware Malfunctions,0.777,High,2025-09-08 12:38:37,Agent_030,Infrastructure Team,Within SLA,No,Duplicate,Operations,CUST-4568,Email,Hardware fault reported on server impacting VPN Client usage.,"config-error, on-prem",VPN Client,,2,Server,Linux,Issue resolved via duplicate.,1.0,2,2.6102777777777777,Access Management
TCK-02657,2025-03-06 03:41:00,2025-03-15 14:11:27,Resolved,Low,Request,Software,India,APAC,19.6069,78.6405,9,Software Installation Issues,0.76,High,2025-03-06 04:55:33,Agent_035,App Support,Breached,No,User Error,Procurement,CUST-1610,Email,Installation or update issue reported for HR Self-Service.,data-loss,HR Self-Service,,0,Server,Windows Server,Issue resolved via user error.,9.0,1,1.2425,Network Support
TCK-02658,2025-08-22 23:43:00,2025-08-28 09:11:49,Closed,Medium,Incident,Hardware,USA,AMER,35.3248,-94.7722,6,Hardware Malfunctions,0.689,Medium,2025-08-23 01:05:18,Agent_009,Helpdesk,Breached,No,Workaround Applied,Legal,CUST-3270,Email,Hardware fault reported on tablet impacting Billing System usage.,license,Billing System,,0,Tablet,iOS,Issue resolved via workaround applied.,5.0,2,1.3716666666666666,Service Desk
TCK-02659,2025-09-20 13:13:00,2025-09-25 14:10:46,Closed,Medium,Incident,Integration,Germany,EMEA,53.6688,9.2553,3,API Integration Errors,0.493,Medium,2025-09-20 15:41:02,Agent_006,Cloud Ops,Breached,No,Cannot Reproduce,Marketing,CUST-1770,Email,User reported failure syncing data between API Gateway and third-party API.,"recurring, upgrade, third-party",API Gateway,,0,Tablet,iOS,Issue resolved via cannot reproduce.,5.0,2,2.4672222222222224,Network Support
TCK-02660,2025-11-01 11:36:00,2025-11-02 05:01:37,Resolved,Critical,Incident,Network,USA,AMER,35.4964,-96.3258,2,Network Connectivity Issues,0.445,Low,2025-11-01 11:43:47,Agent_011,Infrastructure Team,Within SLA,No,Fixed,HR,CUST-2616,Email,Connectivity issue reported affecting access to Mobile App.,"recurring, third-party, config-error",Mobile App,,0,Mobile,Android,Issue resolved via fixed.,0.0,4,0.1297222222222222,Application Support
TCK-02661,2025-04-20 23:05:00,2025-04-23 08:26:38,Resolved,Medium,Incident,Access Management,UK,EMEA,55.2572,-5.8603,1,Login & Access Failures,0.621,Medium,2025-04-21 05:15:42,Agent_019,Security Team,Within SLA,No,Duplicate,IT,CUST-2392,Phone,User unable to access Billing System due to permission/role issue.,timeout,Billing System,,0,Server,Linux,Issue resolved via duplicate.,2.0,2,6.178333333333334,Database Support
TCK-02662,2025-06-27 06:55:00,,Open,Medium,Incident,Access Management,UK,EMEA,56.4948,-3.1766,1,Login & Access Failures,0.479,Medium,2025-06-27 19:46:38,Agent_015,Security Team,Breached,No,Pending,IT,CUST-2161,Phone,User unable to access Internal Wiki due to permission/role issue.,"cloud, password-reset",Internal Wiki,0,2,Mobile,Android,No Resolution Yet,,2,12.860555555555555,Service Desk
TCK-02663,2025-10-18 09:46:00,2025-10-22 12:19:28,Closed,Medium,Incident,Performance,Singapore,APAC,3.446,104.5426,12,Slow Response Times,0.99,High,2025-10-18 13:11:24,Agent_002,Infrastructure Team,Within SLA,No,No Fix Needed,Legal,CUST-5589,Portal,User reported significant slowdown while using Internal Wiki.,"config-error, mobile, new-user",Internal Wiki,,0,Desktop,Windows,Issue resolved via no fix needed.,4.0,2,3.4233333333333333,Security Operations
TCK-02664,2025-01-06 00:56:00,2025-01-10 04:17:11,Closed,High,Incident,Access Management,Singapore,APAC,-0.4909,101.338,1,Login & Access Failures,0.575,Medium,2025-01-06 01:50:50,Agent_012,Security Team,Breached,No,No Fix Needed,Sales,CUST-5762,Phone,User unable to access Billing System due to permission/role issue.,vip-customer,Billing System,,3,Server,Windows Server,Issue resolved via no fix needed.,4.0,3,0.9138888888888889,Application Support
